"I alt";"2020M01D01";163
"I alt";"2020M01D02";159
"I alt";"2020M01D03";152
"I alt";"2020M01D04";162
"I alt";"2020M01D05";171
"I alt";"2020M01D06";161
"I alt";"2020M01D07";154
"I alt";"2020M01D08";163
"I alt";"2020M01D09";172
"I alt";"2020M01D10";166
"I alt";"2020M01D11";163
"I alt";"2020M01D12";171
"I alt";"2020M01D13";158
"I alt";"2020M01D14";165
"I alt";"2020M01D15";151
"I alt";"2020M01D16";156
"I alt";"2020M01D17";146
"I alt";"2020M01D18";148
"I alt";"2020M01D19";147
"I alt";"2020M01D20";136
"I alt";"2020M01D21";129
"I alt";"2020M01D22";175
"I alt";"2020M01D23";146
"I alt";"2020M01D24";155
"I alt";"2020M01D25";124
"I alt";"2020M01D26";168
"I alt";"2020M01D27";155
"I alt";"2020M01D28";155
"I alt";"2020M01D29";156
"I alt";"2020M01D30";169
"I alt";"2020M01D31";151
"I alt";"2020M02D01";172
"I alt";"2020M02D02";136
"I alt";"2020M02D03";169
"I alt";"2020M02D04";142
"I alt";"2020M02D05";139
"I alt";"2020M02D06";142
"I alt";"2020M02D07";156
"I alt";"2020M02D08";163
"I alt";"2020M02D09";168
"I alt";"2020M02D10";159
"I alt";"2020M02D11";160
"I alt";"2020M02D12";155
"I alt";"2020M02D13";151
"I alt";"2020M02D14";140
"I alt";"2020M02D15";153
"I alt";"2020M02D16";141
"I alt";"2020M02D17";151
"I alt";"2020M02D18";144
"I alt";"2020M02D19";136
"I alt";"2020M02D20";149
"I alt";"2020M02D21";154
"I alt";"2020M02D22";156
"I alt";"2020M02D23";144
"I alt";"2020M02D24";140
"I alt";"2020M02D25";140
"I alt";"2020M02D26";154
"I alt";"2020M02D27";163
"I alt";"2020M02D28";142
"I alt";"2020M02D29";154
"I alt";"2020M03D01";132
"I alt";"2020M03D02";146
"I alt";"2020M03D03";152
"I alt";"2020M03D04";161
"I alt";"2020M03D05";158
"I alt";"2020M03D06";153
"I alt";"2020M03D07";154
"I alt";"2020M03D08";137
"I alt";"2020M03D09";149
"I alt";"2020M03D10";133
"I alt";"2020M03D11";165
"I alt";"2020M03D12";156
"I alt";"2020M03D13";167
"I alt";"2020M03D14";167
"I alt";"2020M03D15";129
"I alt";"2020M03D16";166
"I alt";"2020M03D17";153
"I alt";"2020M03D18";183
"I alt";"2020M03D19";174
"I alt";"2020M03D20";165
"I alt";"2020M03D21";143
"I alt";"2020M03D22";156
"I alt";"2020M03D23";158
"I alt";"2020M03D24";180
"I alt";"2020M03D25";172
"I alt";"2020M03D26";145
"I alt";"2020M03D27";160
"I alt";"2020M03D28";170
"I alt";"2020M03D29";127
"I alt";"2020M03D30";164
"I alt";"2020M03D31";165
"I alt";"2020M04D01";160
"I alt";"2020M04D02";170
"I alt";"2020M04D03";167
"I alt";"2020M04D04";160
"I alt";"2020M04D05";170
"I alt";"2020M04D06";191
"I alt";"2020M04D07";164
"I alt";"2020M04D08";143
"I alt";"2020M04D09";158
"I alt";"2020M04D10";159
"I alt";"2020M04D11";171
"I alt";"2020M04D12";157
"I alt";"2020M04D13";151
"I alt";"2020M04D14";147
"I alt";"2020M04D15";185
"I alt";"2020M04D16";145
"I alt";"2020M04D17";166
"I alt";"2020M04D18";167
"I alt";"2020M04D19";117
"I alt";"2020M04D20";166
"I alt";"2020M04D21";151
"I alt";"2020M04D22";150
"I alt";"2020M04D23";165
"I alt";"2020M04D24";148
"I alt";"2020M04D25";137
"I alt";"2020M04D26";169
"I alt";"2020M04D27";157
"I alt";"2020M04D28";160
"I alt";"2020M04D29";150
"I alt";"2020M04D30";139
"I alt";"2020M05D01";147
"I alt";"2020M05D02";150
"I alt";"2020M05D03";145
"I alt";"2020M05D04";147
"I alt";"2020M05D05";129
"I alt";"2020M05D06";148
"I alt";"2020M05D07";159
"I alt";"2020M05D08";150
"I alt";"2020M05D09";154
"I alt";"2020M05D10";140
"I alt";"2020M05D11";132
"I alt";"2020M05D12";119
"I alt";"2020M05D13";137
"I alt";"2020M05D14";138
"I alt";"2020M05D15";142
"I alt";"2020M05D16";148
"I alt";"2020M05D17";135
"I alt";"2020M05D18";141
"I alt";"2020M05D19";151
"I alt";"2020M05D20";149
"I alt";"2020M05D21";140
"I alt";"2020M05D22";127
"I alt";"2020M05D23";157
"I alt";"2020M05D24";129
"I alt";"2020M05D25";124
"I alt";"2020M05D26";149
"I alt";"2020M05D27";134
"I alt";"2020M05D28";124
"I alt";"2020M05D29";140
"I alt";"2020M05D30";153
"I alt";"2020M05D31";144
"I alt";"2020M06D01";128
"I alt";"2020M06D02";151
"I alt";"2020M06D03";141
"I alt";"2020M06D04";145
"I alt";"2020M06D05";154
"I alt";"2020M06D06";131
"I alt";"2020M06D07";112
